,ngram,PredNext,Freq
76022,two third of,the,25
76023,two to,three,101
76025,two week,ago,785
76026,two week,of,115
76024,two week,after,27
76028,two year,ago,1589
76033,two year,old,294
76031,two year,later,231
76032,two year,of,229
76029,two year,and,219
76030,two year,in,191
76027,two year,after,89
76034,two year,the,77
76035,txt,me,229
76036,ty,for,243
76037,ty for,the,31
76038,tyler,perry,26
76042,type,of,8193
76040,type,and,189
76041,type,in,139
76039,type,a,28
76043,typical,of,152
76129,u,to,8661
76044,u,a,4728
76050,u,and,4597
76080,u,in,3491
76069,u,go,3310
76086,u,know,2880
76122,u,the,2823
76066,u,for,2801
76052,u,at,2454
76137,u,we,2395
76121,u,that,2372
76068,u,get,2247
76100,u,on,2246
76048,u,all,2091
76104,u,out,1723
76144,u,with,1597
76061,u,do,1586
76083,u,it,1281
76112,u,see,1249
76084,u,just,1114
76067,u,from,1108
76072,u,have,1059
76142,u,who,1053
76057,u,but,1003
76139,u,what,1003
76127,u,this,994
76051,u,are,949
76096,u,not,937
76045,u,about,875
76091,u,make,871
76147,u,your,855
76082,u,is,853
76079,u,if,845
76135,u,up,837
76114,u,so,825
76076,u,hope,779
76130,u,today,764
76077,u,how,723
76073,u,he,668
76146,u,you,613
76054,u,be,585
76053,u,back,550
76140,u,when,522
76115,u,some,437
76098,u,of,434
76102,u,or,425
76058,u,by,423
76059,u,can,368
76097,u,now,367
76124,u,there,367
76081,u,into,361
76119,u,talk,341
76075,u,here,325
76049,u,an,313
76128,u,through,313
76143,u,will,306
76125,u,they,293
76132,u,tonight,285
76118,u,take,264
76062,u,down,243
76092,u,more,234
76133,u,too,222
76047,u,airway,220
76085,u,keep,217
76138,u,were,215
76111,u,say,212
76103,u,our,204
76055,u,because,197
76113,u,she,194
76117,u,start,192
76065,u,feel,183
76071,u,had,170
76126,u,think,156
76145,u,would,151
76064,u,face,150
76056,u,both,141
76078,u,i,129
76136,u,wa,129
76089,u,look,118
76120,u,thanks,118
76109,u,rt,116
76101,u,one,104
76094,u,my,95
76070,u,ha,94
76134,u,try,86
76088,u,like,85
76099,u,off,84
76095,u,no,81
76106,u,play,79
76063,u,even,75
76110,u,said,61
76108,u,right,57
76141,u,where,37
76060,u,could,28
76074,u,help,28
76046,u,after,27
76107,u,please,27
76090,u,love,26
76105,u,over,26
76087,u,last,25
76093,u,move,25
76116,u,something,25
76123,u,then,25
76131,u,tomorrow,25
76149,u a,call,164
76150,u a,we,122
76148,u a,a,25
76151,u an,email,25
76153,u and,we,313
76152,u and,the,113
76154,u at,the,426
76155,u but,we,27
76156,u do,it,324
76157,u do,this,265
76158,u face,it,116
76160,u for,the,246
76159,u for,a,225
76161,u from,the,117
76162,u get,it,240
76163,u get,this,51
76164,u have,a,86
76165,u if,you,231
76167,u in,the,919
76166,u in,a,58
76168,u it,is,480
76169,u just,say,243
76171,u know,if,689
76172,u know,what,309
76170,u know,how,25
76173,u know if,you,290
76174,u know what,you,112
76175,u make,it,82
76177,u on,the,239
76176,u on,facebook,233
76178,u on,twitter,208
76181,u see,what,119
76179,u see,how,63
76180,u see,if,28
76183,u that,we,147
76182,u that,the,26
76184,u through,the,25
76185,u to,be,420
76189,u to,the,333
76186,u to,do,181
76187,u to,get,58
76188,u to,make,26
76190,u we,are,295
76192,u we,will,28
76191,u we,have,27
76193,u when,we,29
76194,u with,a,54
76195,uc,davis,81
76197,ue,ue,2146
76196,ue,a,240
76198,ue ue,ue,1090
76199,ue ue ue,ue,491
76200,ue ue ue ue,ue,181
76201,ufeff,ufeff,70
76202,ufeff ufeff,ufeff,36
76203,ufeff ufeff ufeff,ufeff,32
76204,ufeff ufeff ufeff ufeff,ufeff,28
76205,ugh,hate,53
76206,ugh,i,27
76207,ugly,and,84
76209,uh,oh,781
76208,uh,huh,52
76211,uk,and,243
76210,uk,amazon,55
76212,uk amazon,de,55
76213,uk amazon de,amazon,55
76214,uk amazon de amazon,fr,55
76215,ultimate,goal,53
76216,ultimately,the,144
76217,um,no,26
76218,unable,to,3001
76219,unable to,find,25
76220,unaware,of,444
76221,uncle,and,28
76222,unclear,whether,81
76223,unconditional,love,30
76240,under,the,11052
76224,under,a,2345
76236,under,my,785
76233,under,his,701
76230,under,control,525
76243,under,way,512
76234,under,investigation,313
76238,under,pressure,294
76235,under,it,290
76245,under,your,225
76232,under,her,208
76228,under,construction,200
76226,under,and,179
76241,under,their,151
76225,under,an,126
76242,under,this,108
76229,under,contract,107
76231,under,fire,82
76244,under,which,57
76239,under,that,50
76227,under,attack,25
76237,under,our,25
76247,under the,influence,206
76249,under the,new,142
76248,under the,law,83
76246,under the,age,63
76250,under the age,of,61
76251,underestimate,the,50
76252,underneath,the,237
76259,understand,the,2581
76258,understand,that,1977
76262,understand,why,1451
76261,understand,what,1131
76255,understand,how,1070
76256,understand,it,748
76254,understand,and,417
76260,understand,this,201
76263,understand,you,58
76253,understand,a,52
76257,understand,my,28
76265,understanding,of,1466
76264,understanding,and,257
76267,understanding,the,241
76266,understanding,that,231
76268,understanding of,the,369
76270,understands,the,107
76269,understands,that,51
76272,understood,the,244
76271,understood,that,189
76274,unemployment,rate,1103
76273,unemployment,benefit,192
76275,unfair,to,29
76276,unfollow,me,28
76279,unfortunately,the,601
76278,unfortunately,it,241
76277,unfortunately,for,192
76280,unfortunately,we,86
76281,unhappy,with,56
76282,unheard,of,59
76283,unified,school,52
76284,unified school,district,25
76285,uniform,and,64
76286,union,and,743
76287,union,county,197
76292,union,of,147
76294,union,the,96
76288,union,in,94
76290,union,leader,67
76293,union,that,62
76291,union,member,32
76289,union,is,25
76295,unique,and,531
76296,unique,to,83
76297,unit,and,296
76300,unit,of,279
76298,unit,in,177
76301,unit,that,52
76299,unit,is,25
76305,united,state,7883
76304,united,nation,505
76302,united,kingdom,200
76303,united,methodist,83
76306,united,way,28
76307,united methodist,church,51
76308,united state,and,800
76312,united state,the,176
76311,united state,of,149
76310,united state,is,111
76309,united state,in,85
76313,united state,to,25
76314,united state of,america,83
76316,universe,is,121
76315,universe,and,116
76324,university,of,5922
76318,university,and,1151
76322,university,in,1096
76321,university,hospital,392
76327,university,the,232
76328,university,to,152
76326,university,student,143
76323,university,is,139
76319,university,city,59
76325,university,school,56
76317,university,a,31
76320,university,ha,26
76330,university of,chicago,358
76329,university of,california,208
76332,university of,michigan,111
76334,university of,oregon,111
76333,university of,missouri,108
76331,university of,maryland,25
76335,university school,of,27
76342,unless,you,2328
76337,unless,it,733
76340,unless,they,727
76338,unless,the,581
76341,unless,we,206
76336,unless,he,109
76339,unless,there,80
76343,unless it,is,233
76344,unless they,are,56
76345,unless you,are,586
76346,unless you,have,112
76347,unlike,the,691
76349,unlikely,to,631
76348,unlikely,that,112
76378,until,the,7604
76388,until,you,2273
76362,until,it,2106
76380,until,they,1914
76359,until,he,1548
76385,until,we,1450
76350,until,a,1223
76379,until,then,869
76352,until,after,845
76372,until,now,817
76375,until,she,760
76373,until,pm,744
76371,until,next,681
76381,until,this,557
76370,until,my,514
76360,until,his,289
76377,until,that,273
76376,until,smooth,247
76374,until,recently,239
76354,until,am,232
76357,until,get,190
76351,until,about,178
76382,until,today,162
76358,until,golden,161
76386,until,well,156
76364,until,just,149
76356,until,friday,143
76384,until,wa,137
76353,until,all,123
76383,until,tomorrow,93
76367,until,may,92
76387,until,when,91
76365,until,last,88
76369,until,monday,78
76368,until,midnight,77
76361,until,i,58
76363,until,june,56
76366,until,late,51
76389,until,your,29
76355,until,can,28
76390,until after,the,190
76391,until golden,brown,26
76392,until it,is,547
76393,until it,wa,87
76397,until the,of,321
76395,until the,last,120
76396,until the,next,89
76394,until the,day,59
76398,until they,are,248
76401,until you,have,120
76399,until you,are,78
76400,until you,get,34
76402,unto,the,82
76403,unto,you,25
76404,unusual,for,157
76405,unwilling,to,225
76521,up,to,27094
76509,up,the,19600
76544,up,with,18085
76414,up,and,17725
76458,up,in,14588
76406,up,a,13128
76439,up,for,12124
76484,up,on,11493
76419,up,at,5920
76473,up,my,4304
76440,up,from,3146
76516,up,this,2538
76426,up,by,2409
76512,up,there,2405
76461,up,it,2357
76549,up,your,2231
76503,up,some,1994
76411,up,all,1936
76502,up,so,1890
76481,up,of,1754
76425,up,but,1709
76453,up,his,1704
76508,up,that,1666
76510,up,their,1592
76536,up,when,1497
76435,up,early,1301
76548,up,you,1291
76533,up,we,1264
76460,up,is,1236
76487,up,or,1222
76452,up,here,1164
76413,up,an,1130
76409,up,again,1060
76456,up,i,1058
76528,up,until,1040
76462,up,just,1028
76457,up,if,1022
76480,up,now,998
76467,up,like,997
76492,up,percent,997
76488,up,our,995
76410,up,against,978
76423,up,being,929
76450,up,he,920
76408,up,after,918
76476,up,next,878
76451,up,her,814
76485,up,one,805
76535,up,what,802
76407,up,about,788
76522,up,today,734
76459,up,into,729
76525,up,too,687
76530,up,wa,668
76472,up,more,661
76505,up,soon,649
76441,up,front,623
76421,up,before,619
76464,up,late,610
76437,up,every,597
76468,up,lol,596
76490,up,over,582
76420,up,because,497
76514,up,they,479
76431,up,do,452
76507,up,thanks,437
76479,up,not,404
76496,up,rt,396
76495,up,right,391
76498,up,she,372
76428,up,can,358
76511,up,then,347
76429,up,close,325
76448,up,have,307
76477,up,no,296
76455,up,how,278
76537,up,where,266
76523,up,tomorrow,260
76526,up,two,260
76416,up,any,257
76418,up,around,250
76415,up,another,235
76529,up,up,235
76427,up,call,228
76524,up,tonight,226
76443,up,getting,222
76542,up,will,213
76463,up,last,199
76444,up,going,197
76470,up,love,187
76442,up,get,177
76475,up,new,176
76519,up,through,174
76436,up,even,173
76534,up,well,168
76454,up,hope,166
76445,up,good,154
76466,up,let,151
76424,up,big,150
76449,up,having,149
76489,up,out,149
76434,up,during,147
76520,up,time,145
76465,up,later,139
76483,up,oh,139
76547,up,yet,135
76432,up,doing,118
76478,up,north,118
76446,up,got,117
76501,up,since,117
76539,up,while,116
76471,up,man,112
76499,up,shop,110
76531,up,watching,109
76412,up,am,107
76518,up,three,106
76469,up,looking,93
76538,up,which,93
76486,up,only,92
76417,up,are,87
76515,up,think,80
76517,up,those,77
76545,up,without,58
76497,up,said,56
76506,up,thank,56
76504,up,something,55
76482,up,off,54
76493,up,point,54
76430,up,did,53
76491,up,people,53
76527,up,under,53
76543,up,wit,53
76494,up,really,52
76532,up,way,34
76438,up,first,33
76422,up,behind,29
76447,up,happy,28
76500,up,short,28
76546,up,would,28
76474,up,near,26
76513,up,these,26
76541,up,why,26
76433,up,down,25
76540,up,who,25
76550,up a,a,422
76551,up a,bit,394
76553,up a,little,341
76552,up a,few,243
76554,up a,lot,222
76555,up a,new,106
76556,up a,the,57
76557,up a lot,of,26
76558,up against,the,119
76559,up all,night,532
76560,up all,the,291
76562,up and,down,1488
76567,up and,running,568
76563,up and,get,330
76561,up and,coming,278
76568,up and,the,249
76565,up and,it,92
76564,up and,go,84
76569,up and,then,61
76566,up and,ready,25
76570,up and,we,25
76571,up and down,the,338
76574,up at,the,1426
76573,up at,am,569
76572,up at,a,234
76576,up by,the,389
76575,up by,a,27
76577,up can,not,51
76578,up do,not,205
76584,up for,the,2032
76579,up for,a,1351
76581,up for,it,394
76580,up for,grab,111
76582,up for,my,80
76583,up for,sale,27
76586,up from,the,605
76585,up from,a,210
76587,up i,am,709
76588,up if,you,366
76591,up in,the,4385
76589,up in,a,1688
76590,up in,my,528
76592,up in,this,32
76594,up in the,morning,243
76593,up in the,air,191
76595,up into,the,94
76596,up it,is,737
76597,up it,wa,26
76598,up like,a,51
76599,up more,than,25
76600,up next,to,26
76601,up of,the,173
76607,up on,the,2626
76605,up on,my,686
76602,up on,a,586
76609,up on,your,149
76604,up on,me,144
76606,up on,that,63
76603,up on,it,30
76608,up on,this,30
76610,up one,of,55
76611,up or,down,25
76612,up over,the,27
76613,up percent,from,28
76614,up some,of,59
76615,up thanks,for,117
76616,up that,is,159
76617,up the,good,644
76618,up the,great,198
76620,up the,phone,120
76621,up the,stair,30
76619,up the,hill,25
76622,up the good,work,523
76623,up the great,work,175
76625,up there,with,60
76624,up there,and,27
76626,up this,morning,466
76642,up to,the,3955
76627,up to,a,1237
76645,up to,you,655
76630,up to,date,631
76637,up to,me,583
76629,up to,be,526
76636,up to,it,345
76639,up to,my,288
76643,up to,this,254
76638,up to,million,220
76644,up to,year,203
76635,up to,his,156
76640,up to,percent,121
76628,up to,and,79
76632,up to,get,56
76631,up to,do,52
76641,up to,that,50
76634,up to,him,29
76633,up to,her,28
76646,up up,up,27
76647,up we,are,25
76648,up when,you,53
76649,up with,a,2803
76660,up with,the,2562
76656,up with,my,486
76657,up with,some,352
76661,up with,this,277
76662,up with,you,266
76659,up with,that,252
76651,up with,an,212
76650,up with,all,151
76654,up with,it,122
76655,up with,me,115
76658,up with,something,60
76652,up with,her,51
76663,up with,your,30
76653,up with,him,28
76664,up with the,idea,27
76665,upcoming,event,67
76670,update,on,938
76671,update,the,264
76667,update,and,228
76672,update,to,161
76668,update,from,146
76669,update,my,52
76666,update,a,40
76673,update on,the,34
76674,upgrade,to,152
76681,upon,the,1734
76675,upon,a,1046
76683,upon,u,360
76678,upon,it,109
76677,upon,his,81
76680,upon,my,80
76679,upon,me,27
76684,upon,which,27
76676,upon,him,26
76682,upon,them,26
76685,upon a,time,310
76686,upper,body,33
76687,ups,and,729
76688,ups and,down,310
76689,upset,about,226
76691,upset,that,147
76692,upset,with,55
76690,upset,and,26
76693,upside,down,829
76694,ur,a,213
76696,ur,so,85
76695,ur,not,64
76697,ur,the,27
76698,urban,area,130
76699,urban,renewal,32
76700,urge,to,797
76701,urge,you,30
76702,urged,the,98
76704,us,the,692
76703,us,a,411
76706,usa,today,291
76705,usa,and,27
76726,use,the,6347
76720,use,of,6038
76707,use,a,4118
76717,use,it,3700
76732,use,to,2087
76728,use,them,1225
76737,use,your,1145
76730,use,this,1131
76715,use,in,1076
76719,use,my,953
76712,use,for,913
76725,use,that,894
76710,use,and,784
76727,use,their,603
76724,use,some,575
76714,use,his,277
76711,use,any,218
76709,use,an,211
76721,use,on,173
76723,use,our,173
76729,use,these,156
76722,use,one,153
76733,use,twitter,146
76708,use,all,131
76718,use,more,94
76734,use,up,66
76716,use,is,54
76736,use,with,29
76735,use,what,26
76713,use,her,25
76731,use,those,25
76738,use a,a,52
76739,use in,the,27
76742,use it,to,344
76740,use it,a,229
76741,use it,for,181
76744,use of,the,986
76743,use of,a,215
76746,use the,word,234
76745,use the,same,25
76747,use to,be,28
76766,used,to,16323
76748,used,a,3414
76763,used,the,2785
76756,used,in,2580
76754,used,for,1970
76752,used,by,1308
76757,used,it,941
76758,used,my,530
76759,used,on,423
76755,used,his,233
76750,used,and,217
76765,used,this,180
76761,used,some,176
76762,used,that,167
76749,used,an,126
76751,used,at,60
76760,used,one,34
76753,used,car,29
76764,used,them,26
76767,used a,a,636
76768,used by,the,191
76769,used for,the,61
76771,used in,the,664
76770,used in,a,25
76772,used to,be,2654
76776,used to,it,390
76775,used to,have,319
76781,used to,the,303
76779,used to,make,274
76780,used to,say,135
76773,used to,do,114
76777,used to,know,101
76783,used to,work,84
76782,used to,think,33
76774,used to,get,30
76778,used to,love,27
76784,used to be,a,271
76785,useful,for,103
76786,useful,to,82
76791,user,to,299
76790,user,of,118
76787,user,and,53
76788,user,can,28
76789,user,friendly,25
76800,using,the,4431
76792,using,a,3203
76795,using,it,1109
76796,using,my,707
76804,using,this,472
76806,using,your,320
76801,using,their,241
76794,using,his,235
76793,using,an,205
76802,using,them,189
76799,using,that,168
76797,using,our,27
76798,using,some,27
76803,using,these,27
76805,using,twitter,25
76807,using the,same,96
76808,using the,word,25
76815,usually,the,379
76809,usually,a,355
76810,usually,do,341
76812,usually,have,190
76811,usually,get,93
76813,usually,in,27
76814,usually,take,27
76816,usually do,not,25
76817,v,the,449
76819,vacation,in,210
76818,vacation,and,102
76820,vacation,time,28
76821,valentine,day,2399
76822,valley,and,286
76823,valley,of,59
76830,value,of,2455
76825,value,and,817
76833,value,to,480
76828,value,in,467
76832,value,the,294
76827,value,for,259
76831,value,that,123
76829,value,is,110
76824,value,a,62
76826,value,are,27
76834,value of,the,473
76835,valued,at,299
76836,vampire,diary,27
76838,van,gundy,139
76839,van,halen,33
76837,van,gogh,32
76840,vanilla,and,171
76842,vanilla,ice,103
76841,vanilla,extract,55
76843,variation,of,190
76844,variety,of,3960
76845,vast,majority,633
76846,vast majority,of,554
76851,ve,been,4718
76858,ve,got,2046
76860,ve,had,1275
76866,ve,never,1137
76869,ve,seen,956
76855,ve,ever,709
76850,ve,always,626
76854,ve,done,563
76861,ve,heard,326
76865,ve,made,277
76862,ve,just,260
76864,ve,learned,257
76867,ve,read,230
76848,ve,already,226
76852,ve,come,195
76856,ve,found,162
76849,ve,also,137
76872,ve,written,93
76853,ve,decided,55
76859,ve,gotten,29
76847,ve,all,27
76868,ve,said,26
76871,ve,tried,26
76857,ve,given,25
76863,ve,known,25
76870,ve,spent,25
76873,ve been,a,26
76875,ve got,to,551
76874,ve got,a,265
76876,ve had,a,83
76877,ve never,been,85
76878,vega,and,129
76880,vega,in,29
76879,vega,for,27
76881,vegetable,and,450
76882,vegetable,oil,84
76883,veggie,and,30
76884,vehicle,and,540
76886,vehicle,in,212
76885,vehicle,for,168
76887,vehicle,that,139
76889,vehicle,to,134
76890,vehicle,wa,57
76888,vehicle,the,27
76891,vending,machine,52
76892,vendor,and,30
76893,venice,italy,32
76894,venture,capital,155
76896,venue,for,167
76897,venue,in,53
76895,venue,and,51
76898,verge,of,446
76902,version,of,6378
76901,version,is,237
76903,version,the,51
76899,version,and,28
76900,version,in,25
76905,version of,the,1935
76904,version of,a,208
76906,version of,this,161
76907,versus,the,56
76935,very,good,4196
76956,very,much,3946
76992,very,well,2983
76990,very,very,2086
76957,very,nice,1750
76937,very,happy,1661
76951,very,little,1515
76925,very,excited,1403
76941,very,important,1402
76917,very,cool,1342
76920,very,different,1220
76952,very,long,1151
76945,very,interesting,1066
76938,very,hard,1055
76978,very,soon,1010
76931,very,first,985
76930,very,few,983
76921,very,difficult,888
76916,very,close,749
76979,very,special,729
76991,very,welcome,651
76966,very,proud,650
76977,very,small,635
76988,very,TRUE,596
76911,very,best,576
76960,very,own,553
76970,very,sad,531
76949,very,least,527
76940,very,high,514
76913,very,busy,489
76923,very,easy,479
76975,very,similar,465
76982,very,strong,451
76926,very,exciting,406
76976,very,simple,398
76958,very,often,397
76915,very,clear,353
76908,very,bad,335
76967,very,quickly,316
76947,very,large,290
76933,very,funny,280
76969,very,real,272
76985,very,talented,252
76962,very,popular,249
76953,very,low,248
76912,very,big,244
76974,very,short,228
76993,very,young,228
76961,very,pleased,221
76922,very,early,209
76984,very,sweet,205
76972,very,serious,188
76939,very,helpful,185
76954,very,lucky,182
76944,very,interested,177
76971,very,same,150
76983,very,successful,142
76965,very,pretty,117
76959,very,old,114
76928,very,far,110
76987,very,tough,105
76909,very,beautiful,86
76942,very,impressed,85
76964,very,powerful,83
76973,very,seriously,82
76936,very,grateful,78
76932,very,fun,64
76918,very,cute,62
76934,very,glad,56
76981,very,strange,55
76963,very,positive,54
76989,very,useful,54
76910,very,beginning,53
76943,very,impressive,52
76914,very,careful,51
76946,very,kind,51
76950,very,likely,51
76927,very,expensive,29
76968,very,rare,29
76948,very,last,28
76980,very,specific,28
76986,very,thing,27
76929,very,fast,26
76919,very,dark,25
76924,very,effective,25
76955,very,moment,25
76994,very close,to,268
76995,very difficult,to,181
76996,very easy,to,154
76998,very excited,to,414
76997,very excited,about,146
76999,very good,at,188
77000,very happy,to,105
77001,very happy,with,85
77002,very hard,to,377
77003,very important,to,158
77004,very interested,in,26
77005,very long,time,311
77006,very much,a,54
77007,very much,for,51
77008,very much,like,26
77009,very proud,of,283
77010,very similar,to,53
77011,vested,interest,263
77012,vested interest,vested,251
77013,vested interest vested,interest,251
77014,vested interest vested interest,vested,250
77017,veteran,of,285
77016,veteran,day,90
77015,veteran,and,88
77018,veteran,who,56
77019,veteran of,the,27
77022,via,the,804
77021,via,email,286
77020,via,a,282
77023,via,twitter,251
77025,vice,president,3355
77026,vice,versa,208
77024,vice,chairman,25
77029,vice president,of,1321
77028,vice president,for,207
77027,vice president,and,146
77030,vice president of,the,59
77033,victim,of,1456
77031,victim,and,331
77035,victim,wa,186
77034,victim,to,149
77032,victim,in,111
77037,victim of,the,91
77036,victim of,a,26
77043,victory,over,1161
77042,victory,in,910
77041,victory,for,205
77039,victory,and,117
77040,victory,at,100
77038,victory,against,28
77044,victory,the,25
77045,victory in,the,190
77046,victory over,the,364
77059,video,of,1551
77055,video,game,1418
77049,video,and,1169
77060,video,on,921
77053,video,for,746
77057,video,is,602
77064,video,to,446
77062,video,that,284
77054,video,from,237
77056,video,in,188
77061,video,shoot,115
77067,video,with,93
77063,video,the,90
77065,video,wa,84
77068,video,you,84
77058,video,it,77
77050,video,are,54
77051,video,camera,53
77047,video,a,27
77066,video,we,27
77052,video,clip,26
77048,video,about,25
77069,video of,the,202
77070,video on,youtube,119
77071,vietnam,war,75
77079,view,of,2966
77082,view,the,934
77080,view,on,724
77073,view,and,625
77081,view,that,349
77074,view,from,288
77072,view,a,270
77077,view,is,268
77078,view,it,259
77076,view,in,113
77083,view,to,54
77075,view,full,30
77084,view from,the,52
77085,view of,the,1366
77086,view on,the,26
77087,viewed,a,447
77088,viking,stadium,83
77091,village,of,305
77089,village,and,198
77090,village,in,190
77092,vinegar,and,35
77093,violate,the,26
77094,violated,the,171
77095,violation,of,896
77096,violation of,the,179
77098,violence,and,617
77099,violence,in,303
77097,violence,against,83
77100,violence,is,27
77101,violent,crime,208
77102,virgin,olive,26
77103,virginia,and,94
77104,virginia,tech,79
77106,virtually,every,53
77105,virtually,all,28
77107,virtue,of,232
77111,vision,of,999
77108,vision,and,315
77109,vision,for,261
77110,vision,is,53
77112,vision of,the,51
77124,visit,to,2246
77122,visit,the,1893
77127,visit,www,881
77114,visit,and,581
77125,visit,u,549
77126,visit,with,524
77113,visit,a,385
77120,visit,my,292
77121,visit,our,246
77116,visit,from,215
77119,visit,me,203
77118,visit,in,92
77117,visit,her,86
77128,visit,you,80
77123,visit,this,54
77115,visit,for,27
77129,visit to,the,651
77130,visited,the,759
77132,visiting,the,482
77131,visiting,my,76
77136,visitor,to,497
77135,visitor,center,118
77134,visitor,can,30
77133,visitor,and,27
77137,vital,to,90
77138,vitamin,and,85
77139,vocal,and,33
77140,vodka,and,28
77146,voice,of,1140
77142,voice,and,974
77145,voice,is,732
77144,voice,in,694
77151,voice,to,389
77149,voice,that,280
77143,voice,for,114
77141,voice,a,103
77150,voice,the,78
77148,voice,over,51
77152,voice,wa,35
77147,voice,on,27
77153,voice in,the,30
77154,voice of,the,80
77155,volume,of,575
77159,volunteer,to,297
77156,volunteer,and,166
77157,volunteer,at,87
77158,volunteer,for,79
77163,vote,for,2728
77167,vote,on,1282
77164,vote,in,1120
77170,vote,to,791
77162,vote,and,455
77169,vote,the,272
77166,vote,of,231
77161,vote,against,186
77160,vote,a,93
77165,vote,is,82
77168,vote,that,25
77171,vote,vote,25
77172,vote,wa,25
77173,vote,yes,25
77174,vote for,the,209
77175,vote in,the,278
77176,vote on,the,256
77178,voted,for,940
77181,voted,to,650
77177,voted,against,225
77179,voted,in,165
77180,voted,on,50
77184,voter,in,725
77185,voter,to,328
77186,voter,who,142
77182,voter,and,127
77183,voter,are,82
77187,voter,will,29
77188,voting,for,580
77189,vow,to,65
77190,vowed,to,378
77191,vulnerable,to,217
77192,wa,a,58297
77452,wa,not,32037
77574,wa,the,31275
77385,wa,in,13712
77401,wa,just,9328
77549,wa,so,8890
77349,wa,going,7963
77212,wa,an,7393
77585,wa,to,6365
77463,wa,on,6075
77465,wa,one,5515
77573,wa,that,5478
77450,wa,no,4840
77207,wa,also,4633
77602,wa,very,4496
77226,wa,at,4416
77441,wa,my,4102
77558,wa,still,3964
77414,wa,like,3948
77251,wa,born,3938
77508,wa,really,3697
77193,wa,able,3430
77400,wa,it,3365
77194,wa,about,3190
77577,wa,there,3141
77354,wa,great,3107
77203,wa,all,2917
77587,wa,too,2834
77466,wa,only,2760
77435,wa,more,2652
77492,wa,pretty,2649
77352,wa,good,2397
77222,wa,arrested,2246
77245,wa,being,2162
77569,wa,taken,2105
77335,wa,for,2074
77213,wa,and,2042
77447,wa,never,2010
77428,wa,made,1999
77208,wa,always,1997
77338,wa,found,1981
77578,wa,thinking,1942
77297,wa,doing,1940
77372,wa,his,1893
77593,wa,trying,1879
77197,wa,actually,1819
77424,wa,looking,1767
77565,wa,supposed,1730
77232,wa,awesome,1648
77630,wa,your,1636
77210,wa,amazing,1609
77345,wa,getting,1549
77472,wa,out,1527
77616,wa,with,1510
77346,wa,given,1488
77613,wa,when,1460
77586,wa,told,1453
77520,wa,right,1440
77343,wa,fun,1409
77206,wa,already,1388
77579,wa,this,1373
77298,wa,done,1359
77598,wa,up,1359
77512,wa,released,1352
77502,wa,quite,1319
77442,wa,named,1313
77552,wa,something,1303
77619,wa,working,1298
77264,wa,charged,1249
77493,wa,probably,1232
77473,wa,over,1218
77539,wa,shot,1198
77583,wa,time,1189
77624,wa,wrong,1186
77563,wa,such,1156
77449,wa,nice,1146
77223,wa,asked,1092
77402,wa,killed,1083
77571,wa,talking,1078
77259,wa,called,1060
77271,wa,coming,1051
77363,wa,he,1040
77362,wa,having,1027
77332,wa,first,999
77476,wa,part,983
77205,wa,almost,978
77376,wa,hoping,965
77600,wa,used,938
77464,wa,once,933
77576,wa,then,925
77341,wa,from,917
77625,wa,year,904
77506,wa,ready,903
77403,wa,kind,890
77567,wa,surprised,887
77313,wa,even,884
77484,wa,playing,883
77453,wa,nothing,878
77360,wa,happy,863
77611,wa,well,862
77361,wa,hard,858
77367,wa,her,858
77440,wa,much,848
77536,wa,set,845
77255,wa,built,843
77350,wa,gon,830
77471,wa,our,819
77351,wa,gone,815
77546,wa,sitting,807
77234,wa,back,799
77413,wa,left,798
77302,wa,driving,795
77429,wa,making,793
77621,wa,worth,792
77281,wa,created,791
77551,wa,some,791
77516,wa,reported,789
77612,wa,what,762
77368,wa,here,761
77286,wa,definitely,760
77241,wa,because,750
77215,wa,another,748
77365,wa,held,738
77258,wa,by,734
77407,wa,last,722
77609,wa,wearing,720
77570,wa,taking,716
77606,wa,watching,716
77623,wa,written,714
77299,wa,down,709
77211,wa,among,706
77257,wa,but,697
77532,wa,sent,685
77336,wa,forced,683
77470,wa,originally,680
77457,wa,of,671
77521,wa,running,670
77618,wa,wondering,666
77458,wa,off,658
77533,wa,sentenced,644
77597,wa,under,624
77499,wa,put,622
77247,wa,better,618
77325,wa,feeling,615
77420,wa,little,602
77605,wa,walking,592
77273,wa,completely,574
77480,wa,perfect,562
77306,wa,easy,561
77397,wa,involved,557
77371,wa,hired,551
77391,wa,inspired,551
77344,wa,funny,534
77329,wa,fine,528
77525,wa,saying,527
77266,wa,clear,526
77378,wa,how,520
77454,wa,now,518
77627,wa,you,501
77596,wa,unable,498
77550,wa,sold,495
77497,wa,published,490
77588,wa,totally,489
77432,wa,meant,487
77254,wa,brought,482
77310,wa,enough,479
77564,wa,super,479
77277,wa,convicted,476
77292,wa,diagnosed,476
77575,wa,their,464
77214,wa,announced,450
77195,wa,absolutely,442
77405,wa,known,439
77503,wa,raised,438
77604,wa,waiting,433
77331,wa,fired,432
77409,wa,later,429
77537,wa,she,429
77242,wa,before,424
77320,wa,expecting,423
77538,wa,shocked,421
77431,wa,me,420
77318,wa,excited,418
77359,wa,happening,418
77278,wa,cool,416
77339,wa,founded,415
77309,wa,elected,409
77509,wa,recently,407
77434,wa,missing,406
77319,wa,expected,403
77411,wa,le,403
77527,wa,scheduled,402
77461,wa,ok,401
77342,wa,full,398
77280,wa,crazy,391
